id;documento
1148;"<b>Indivíduo de numero 1148 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Enchente e vento Sul. Espécie: Larus dominicanus, Juvenil Não ,,,esta ameacada de extincao. Foi encontrado Vivo em ambiente Outros com o Cod de carcaca 1 e Não apresentava oleo.</b><br>"
1149;"<b>Indivíduo de numero 1149 registrado pela equipe do Trecho 04 na cidade de Porto Belo (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Sul. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1150;"<b>Indivíduo de numero 1150 registrado pela equipe do Trecho 05 na cidade de Itapoá (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Enchente e vento Nordeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1151;"<b>Indivíduo de numero 1151 registrado pela equipe do Trecho 04 na cidade de Balneário Camboriú (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1152;"<b>Indivíduo de numero 1152 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Nordeste. Espécie: Puffinus puffinus, Indeterminado Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1153;"<b>Indivíduo de numero 1153 registrado pela equipe do Trecho 06 na cidade de Matinhos,Pontal Do Paraná (Paraná), atraves de monitoramento do tipo Regular com a mare Enchente e vento Noroeste. Espécie: Larus dominicanus, Adulto Não ,,,esta ameacada de extincao. Foi encontrado Vivo em ambiente Arenoso com o Cod de carcaca 1 e Não apresentava oleo.</b><br>"
1154;"<b>Indivíduo de numero 1154 registrado pela equipe do Trecho 06 na cidade de Matinhos,Pontal Do Paraná (Paraná), atraves de monitoramento do tipo Regular com a mare Enchente e vento Noroeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1155;"<b>Indivíduo de numero 1155 registrado pela equipe do Trecho 04 na cidade de Penha (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Noroeste. Espécie: Fregata magnificens, Juvenil Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1156;"<b>Indivíduo de numero 1156 registrado pela equipe do Trecho 04 na cidade de Barra Velha (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Noroeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1157;"<b>Indivíduo de numero 1157 registrado pela equipe do Trecho 04 na cidade de Navegantes (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Noroeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1158;"<b>Indivíduo de numero 1158 registrado pela equipe do Trecho 04 na cidade de Penha (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Oeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1159;"<b>Indivíduo de numero 1159 registrado pela equipe do Trecho 01 na cidade de Laguna (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudoeste. Espécie: Larus dominicanus, Juvenil Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 5 e Não apresentava oleo.</b><br>"
1160;"<b>Indivíduo de numero 1160 registrado pela equipe do Trecho 01 na cidade de Laguna (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Nordeste. Espécie: Larus dominicanus, Juvenil Não ,,,esta ameacada de extincao. Foi encontrado Vivo em ambiente Outros com o Cod de carcaca 1 e Não apresentava oleo.</b><br>"
1161;"<b>Indivíduo de numero 1161 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Enchente e vento Sudeste. Espécie: Chelonia mydas, Indeterminado Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1162;"<b>Indivíduo de numero 1162 registrado pela equipe do Trecho 06 na cidade de Guaratuba (Paraná), atraves de monitoramento do tipo Regular com a mare Enchente e vento Sul. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1163;"<b>Indivíduo de numero 1163 registrado pela equipe do Trecho 03 na cidade de Florianópolis (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Indeterminado e vento N/A. Espécie: Larus dominicanus, Adulto Não ,,,esta ameacada de extincao. Foi encontrado Vivo em ambiente Outros com o Cod de carcaca 1 e Não apresentava oleo.</b><br>"
1164;"<b>Indivíduo de numero 1164 registrado pela equipe do Trecho 04 na cidade de Itapema (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Oeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1165;"<b>Indivíduo de numero 1165 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste. Espécie: Sula leucogaster, Juvenil Não ,,,esta ameacada de extincao. Foi encontrado Vivo em ambiente Arenoso com o Cod de carcaca 1 e Não apresentava oleo.</b><br>"
1166;"<b>Indivíduo de numero 1166 registrado pela equipe do Trecho 03 na cidade de Florianópolis (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Noroeste. Espécie: Phalacrocorax brasilianus, Juvenil Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1167;"<b>Indivíduo de numero 1167 registrado pela equipe do Trecho 03 na cidade de Florianópolis (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Noroeste. Espécie: Phalacrocorax brasilianus, Adulto Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1168;"<b>Indivíduo de numero 1168 registrado pela equipe do Trecho 06 na cidade de Guaraqueçaba (Paraná), atraves de monitoramento do tipo Regular com a mare Cheia e vento Sul. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 5 e Não apresentava oleo.</b><br>"
1169;"<b>Indivíduo de numero 1169 registrado pela equipe do Trecho 04 na cidade de Balneário Camboriú,Itajaí (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1171;"<b>Indivíduo de numero 1171 registrado pela equipe do Trecho 06 na cidade de Matinhos,Pontal Do Paraná (Paraná), atraves de monitoramento do tipo Regular com a mare Enchente e vento Noroeste. Espécie: Puffinus puffinus, Indeterminado Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1172;"<b>Indivíduo de numero 1172 registrado pela equipe do Trecho 03 na cidade de Florianópolis (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Enchente e vento Noroeste. Espécie: Caretta caretta, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Vivo em ambiente Arenoso com o Cod de carcaca 1 e Não apresentava oleo.</b><br>"
1173;"<b>Indivíduo de numero 1173 registrado pela equipe do Trecho 04 na cidade de Penha (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Nordeste. Espécie: Sula leucogaster, Adulto Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1174;"<b>Indivíduo de numero 1174 registrado pela equipe do Trecho 04 na cidade de Penha (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Nordeste. Espécie: Phalacrocorax brasilianus, Juvenil Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1175;"<b>Indivíduo de numero 1175 registrado pela equipe do Trecho 04 na cidade de Barra Velha (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1176;"<b>Indivíduo de numero 1176 registrado pela equipe do Trecho 02 na cidade de Garopaba (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Nordeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1177;"<b>Indivíduo de numero 1177 registrado pela equipe do Trecho 03 na cidade de Florianópolis (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Noroeste. Espécie: Spheniscus magellanicus, Indeterminado Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 5 e Não apresentava oleo.</b><br>"
1178;"<b>Indivíduo de numero 1178 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Nordeste. Espécie: Chelonia mydas, Indeterminado Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1179;"<b>Indivíduo de numero 1179 registrado pela equipe do Trecho 02 na cidade de Paulo Lopes (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Leste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1180;"<b>Indivíduo de numero 1180 registrado pela equipe do Trecho 02 na cidade de Palhoça (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Leste. Espécie: Larus dominicanus, Juvenil Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1181;"<b>Indivíduo de numero 1181 registrado pela equipe do Trecho 03 na cidade de Florianópolis (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Oeste. Espécie: Spheniscus magellanicus, Indeterminado Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1182;"<b>Indivíduo de numero 1182 registrado pela equipe do Trecho 01 na cidade de Imbituba (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Nordeste. Espécie: Spheniscus magellanicus, Juvenil Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1183;"<b>Indivíduo de numero 1183 registrado pela equipe do Trecho 01 na cidade de Imbituba (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Nordeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 5 e Não apresentava oleo.</b><br>"
1184;"<b>Indivíduo de numero 1184 registrado pela equipe do Trecho 03 na cidade de Florianópolis (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Noroeste. Espécie: Larus dominicanus, Adulto Não ,,,esta ameacada de extincao. Foi encontrado Vivo em ambiente Arenoso com o Cod de carcaca 1 e Não apresentava oleo.</b><br>"
1185;"<b>Indivíduo de numero 1185 registrado pela equipe do Trecho 03 na cidade de Florianópolis (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Noroeste. Espécie: Puffinus puffinus, Adulto Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1186;"<b>Indivíduo de numero 1186 registrado pela equipe do Trecho 03 na cidade de Florianópolis (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Noroeste. Espécie: Puffinus puffinus, Adulto Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1187;"<b>Indivíduo de numero 1187 registrado pela equipe do Trecho 01 na cidade de Laguna (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Nordeste. Espécie: Larus dominicanus, Adulto Não ,,,esta ameacada de extincao. Foi encontrado Vivo em ambiente Arenoso com o Cod de carcaca 1 e Não apresentava oleo.</b><br>"
1188;"<b>Indivíduo de numero 1188 registrado pela equipe do Trecho 03 na cidade de Florianópolis (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Noroeste. Espécie: Puffinus puffinus, Indeterminado Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1189;"<b>Indivíduo de numero 1189 registrado pela equipe do Trecho 02 na cidade de Garopaba (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Nordeste. Espécie: Caretta caretta, Adulto Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1190;"<b>Indivíduo de numero 1190 registrado pela equipe do Trecho 04 na cidade de Barra Velha (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudeste. Espécie: Caretta caretta, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1191;"<b>Indivíduo de numero 1191 registrado pela equipe do Trecho 06 na cidade de Matinhos,Pontal Do Paraná (Paraná), atraves de monitoramento do tipo Regular com a mare Enchente e vento Oeste. Espécie: Puffinus puffinus, Indeterminado Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 5 e Não apresentava oleo.</b><br>"
1192;"<b>Indivíduo de numero 1192 registrado pela equipe do Trecho 06 na cidade de Matinhos,Pontal Do Paraná (Paraná), atraves de monitoramento do tipo Regular com a mare Enchente e vento Norte. Espécie: Fregata magnificens, Indeterminado Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 5 e Não apresentava oleo.</b><br>"
1193;"<b>Indivíduo de numero 1193 registrado pela equipe do Trecho 04 na cidade de Balneário Piçarras (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste. Espécie: Pontoporia blainvillei, Adulto Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1194;"<b>Indivíduo de numero 1194 registrado pela equipe do Trecho 04 na cidade de Balneário Piçarras (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1195;"<b>Indivíduo de numero 1195 registrado pela equipe do Trecho 05 na cidade de Itapoá (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste. Espécie: Chelonia mydas, Indeterminado Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1196;"<b>Indivíduo de numero 1196 registrado pela equipe do Trecho 05 na cidade de Itapoá (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudoeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 3 e Não apresentava oleo.</b><br>"
1197;"<b>Indivíduo de numero 1197 registrado pela equipe do Trecho 06 na cidade de Paranaguá (Paraná), atraves de monitoramento do tipo Regular com a mare Enchente e vento Oeste. Espécie: Puffinus puffinus, Indeterminado Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 5 e Não apresentava oleo.</b><br>"
1198;"<b>Indivíduo de numero 1198 registrado pela equipe do Trecho 03 na cidade de Florianópolis (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Oeste. Espécie: Himantopus melanurus, Juvenil Não ,,,esta ameacada de extincao. Foi encontrado Vivo em ambiente Outros com o Cod de carcaca 1 e Não apresentava oleo.</b><br>"
1199;"<b>Indivíduo de numero 1199 registrado pela equipe do Trecho 05 na cidade de Itapoá (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Enchente e vento Sudoeste. Espécie: Sula leucogaster, Adulto Não ,,,esta ameacada de extincao. Foi encontrado Vivo em ambiente Arenoso com o Cod de carcaca 1 e Não apresentava oleo.</b><br>"
1200;"<b>Indivíduo de numero 1200 registrado pela equipe do Trecho 03 na cidade de Florianópolis (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1201;"<b>Indivíduo de numero 1201 registrado pela equipe do Trecho 05 na cidade de Itapoá (Santa Catarina), atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Sudoeste. Espécie: Larus dominicanus, Juvenil Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Outros com o Cod de carcaca 2 e Não apresentava oleo.</b><br>"
1202;"<b>Indivíduo de numero 1202 registrado pela equipe do Trecho 06 na cidade de Guaratuba (Paraná), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste. Espécie: Larus dominicanus, Juvenil Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1203;"<b>Indivíduo de numero 1203 registrado pela equipe do Trecho 06 na cidade de Guaratuba (Paraná), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1204;"<b>Indivíduo de numero 1204 registrado pela equipe do Trecho 02 na cidade de Garopaba (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste. Espécie: Pontoporia blainvillei, Filhote Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1205;"<b>Indivíduo de numero 1205 registrado pela equipe do Trecho 02 na cidade de Imbituba (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento N/A. Espécie: Larus dominicanus, Adulto Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 3 e Não apresentava oleo.</b><br>"
1206;"<b>Indivíduo de numero 1206 registrado pela equipe do Trecho 06 na cidade de Matinhos,Pontal Do Paraná (Paraná), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sul. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1207;"<b>Indivíduo de numero 1207 registrado pela equipe do Trecho 06 na cidade de Matinhos,Pontal Do Paraná (Paraná), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1208;"<b>Indivíduo de numero 1208 registrado pela equipe do Trecho 06 na cidade de Matinhos,Pontal Do Paraná (Paraná), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste. Espécie: Puffinus puffinus, Indeterminado Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1209;"<b>Indivíduo de numero 1209 registrado pela equipe do Trecho 06 na cidade de Matinhos,Pontal Do Paraná (Paraná), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sul. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1210;"<b>Indivíduo de numero 1210 registrado pela equipe do Trecho 06 na cidade de Matinhos,Pontal Do Paraná (Paraná), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sul. Espécie: Caretta caretta, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1211;"<b>Indivíduo de numero 1211 registrado pela equipe do Trecho 06 na cidade de Matinhos,Pontal Do Paraná (Paraná), atraves de monitoramento do tipo Regular com a mare Cheia e vento Sul. Espécie: Caretta caretta, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1212;"<b>Indivíduo de numero 1212 registrado pela equipe do Trecho 06 na cidade de Matinhos,Pontal Do Paraná (Paraná), atraves de monitoramento do tipo Regular com a mare Cheia e vento Sul. Espécie: Caretta caretta, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1213;"<b>Indivíduo de numero 1213 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudeste. Espécie: Chelonia mydas, Indeterminado Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1214;"<b>Indivíduo de numero 1214 registrado pela equipe do Trecho 05 na cidade de Itapoá (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sul. Espécie: Phalacrocorax brasilianus, Indeterminado Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1215;"<b>Indivíduo de numero 1215 registrado pela equipe do Trecho 01 na cidade de Laguna (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudeste. Espécie: Larus dominicanus, Adulto Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 5 e Não apresentava oleo.</b><br>"
1216;"<b>Indivíduo de numero 1216 registrado pela equipe do Trecho 01 na cidade de Imbituba (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Cheia e vento Sudeste. Espécie: Larus dominicanus, Juvenil Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 2 e Não apresentava oleo.</b><br>"
1217;"<b>Indivíduo de numero 1217 registrado pela equipe do Trecho 03 na cidade de Florianópolis (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudoeste. Espécie: Spheniscus magellanicus, Juvenil Não ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1218;"<b>Indivíduo de numero 1218 registrado pela equipe do Trecho 03 na cidade de Florianópolis (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Enchente e vento Sudoeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 5 e Não apresentava oleo.</b><br>"
1219;"<b>Indivíduo de numero 1219 registrado pela equipe do Trecho 02 na cidade de Garopaba (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Leste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1220;"<b>Indivíduo de numero 1220 registrado pela equipe do Trecho 04 na cidade de Penha (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1221;"<b>Indivíduo de numero 1221 registrado pela equipe do Trecho 04 na cidade de Barra Velha (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1222;"<b>Indivíduo de numero 1222 registrado pela equipe do Trecho 04 na cidade de Barra Velha (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1223;"<b>Indivíduo de numero 1223 registrado pela equipe do Trecho 04 na cidade de Barra Velha (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1224;"<b>Indivíduo de numero 1224 registrado pela equipe do Trecho 06 na cidade de Guaraqueçaba (Paraná), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sul. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao. Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo.</b><br>"
1225;"<b>Indivíduo de numero 1225 registrado pela equipe do Trecho 06 na cidade de Matinhos,Pontal Do Paraná (Paraná), atraves de monitoramento do tipo Acionamento com a mare Enchente e vento N/A. Espécie: Sula leucogaster, Adulto Não ,,,esta ameacada de extincao. Foi encontrado Vivo em ambiente Arenoso com o Cod de carcaca 1 e Não apresentava oleo.</b><br>"
1226;"<b>Indivíduo de numero 1226 registrado pela equipe do Trecho 06 na cidade de Matinhos,Pontal Do Paraná (Paraná), atraves de monitoramento do tipo Acionamento com a mare Enchente e vento N/A. Espécie: Sula leucogaster, Juvenil Não ,,,esta ameacada de extincao. Foi encontrado Vivo em ambiente Outros com o Cod de carcaca 1 e Não apresentava oleo.</b><br>"
